test,item,score,speaker_name,speaker_style,speaker,speaker_gender,speaker_age,rater,rater_gender,rater_age
132,14,4,lerea,intense,3206,F.s,30,437,M.r,47
132,15,4,raard,intense,3207,M.s,46,437,M.r,47
132,16,3,tapir,calm,3208,F.s,53,437,M.r,47
132,17,3,revel,calm,3209,M.s,39,437,M.r,47
132,18,2,reeli,calm,3210,F.s,44,437,M.r,47
132,19,3,raand,intense,3211,M.s,50,437,M.r,47
132,20,3,krpir,intense,3212,F.s,31,437,M.r,47
132,21,3,mafra,intense,3213,M.s,20,437,M.r,47
132,22,4,pueli,intense,3214,F.s,37,437,M.r,47
132,23,2,povei,calm,3215,M.s,31,437,M.r,47
132,24,6,pomir,intense,3216,F.s,38,437,M.r,47
132,25,5,laerk,intense,3217,M.s,44,437,M.r,47
132,26,2,pamer,calm,3218,F.s,50,437,M.r,47
132,27,4,saerk,intense,3219,M.s,41,437,M.r,47
132,28,1,mxmer,calm,3220,F.s,19,437,M.r,47
132,29,6,auerk,intense,3221,M.s,50,437,M.r,47
132,30,4,kleva,intense,3222,F.s,43,437,M.r,47
132,31,3,anago,intense,3223,M.s,48,437,M.r,47
132,32,3,pueli,calm,3224,F.s,37,437,M.r,47
132,33,3,ojand,calm,3225,M.s,37,437,M.r,47
132,34,4,marii,intense,3226,F.s,38,437,M.r,47
132,35,1,erand,calm,3227,M.s,44,437,M.r,47
132,36,3,ktele,calm,3228,F.s,45,437,M.r,47
132,37,3,revel,intense,3229,M.s,39,437,M.r,47
132,38,4,tapir,intense,3230,F.s,53,437,M.r,47
132,39,1,prjaa,calm,3231,M.s,39,437,M.r,47
132,40,2,vaait,calm,3232,F.s,57,437,M.r,47
132,41,3,raand,calm,3233,M.s,50,437,M.r,47
132,42,5,pomir,calm,3234,F.s,38,437,M.r,47
132,43,3,tuvei,intense,3235,M.s,37,437,M.r,47
132,44,4,deane,calm,3236,F.s,23,437,M.r,47
132,45,5,povei,intense,3237,M.s,31,437,M.r,47
132,46,2,lerea,calm,3238,F.s,30,437,M.r,47
132,47,2,raard,calm,3239,M.s,46,437,M.r,47
132,48,2,paann,calm,3240,F.s,69,437,M.r,47
132,49,4,taarn,intense,3241,M.s,35,437,M.r,47
132,50,2,krpir,calm,3242,F.s,31,437,M.r,47
132,51,4,rachr,intense,3243,M.s,30,437,M.r,47
132,52,1,pamer,intense,3244,F.s,50,437,M.r,47
132,53,5,auerk,calm,3245,M.s,50,437,M.r,47
132,54,1,mxmer,intense,3246,F.s,19,437,M.r,47
132,55,2,laerk,calm,3247,M.s,44,437,M.r,47
132,56,4,pxeli,intense,3248,F.s,31,437,M.r,47
132,57,2,saerk,calm,3249,M.s,41,437,M.r,47
132,58,5,reeli,intense,3250,F.s,44,437,M.r,47
132,59,1,mafra,calm,3251,M.s,20,437,M.r,47
132,60,3,kleva,calm,3252,F.s,43,437,M.r,47
132,1,5,anago,calm,3193,M.s,48,581,M.r,42
132,2,2,vaait,intense,3194,F.s,57,581,M.r,42
132,3,1,erand,intense,3195,M.s,44,581,M.r,42
132,4,3,paann,intense,3196,F.s,69,581,M.r,42
132,5,3,prjaa,intense,3197,M.s,39,581,M.r,42
132,6,7,pxeli,calm,3198,F.s,31,581,M.r,42
132,7,2,rachr,calm,3199,M.s,30,581,M.r,42
132,8,2,ktele,intense,3200,F.s,45,581,M.r,42
132,9,2,taarn,calm,3201,M.s,35,581,M.r,42
132,10,1,marii,calm,3202,F.s,38,581,M.r,42
132,11,1,ojand,intense,3203,M.s,37,581,M.r,42
132,12,2,deane,intense,3204,F.s,23,581,M.r,42
132,13,4,tuvei,calm,3205,M.s,37,581,M.r,42
132,14,2,lerea,intense,3206,F.s,30,581,M.r,42
132,15,1,raard,intense,3207,M.s,46,581,M.r,42
132,16,6,tapir,calm,3208,F.s,53,581,M.r,42
132,17,5,revel,calm,3209,M.s,39,581,M.r,42
132,18,7,reeli,calm,3210,F.s,44,581,M.r,42
132,19,1,raand,intense,3211,M.s,50,581,M.r,42
132,20,1,krpir,intense,3212,F.s,31,581,M.r,42
132,21,1,mafra,intense,3213,M.s,20,581,M.r,42
132,22,2,pueli,intense,3214,F.s,37,581,M.r,42
132,23,4,povei,calm,3215,M.s,31,581,M.r,42
132,24,4,pomir,intense,3216,F.s,38,581,M.r,42
132,25,2,laerk,intense,3217,M.s,44,581,M.r,42
132,26,7,pamer,calm,3218,F.s,50,581,M.r,42
132,27,1,saerk,intense,3219,M.s,41,581,M.r,42
132,28,6,mxmer,calm,3220,F.s,19,581,M.r,42
132,29,1,auerk,intense,3221,M.s,50,581,M.r,42
132,30,5,kleva,intense,3222,F.s,43,581,M.r,42
132,31,1,anago,intense,3223,M.s,48,581,M.r,42
132,32,5,pueli,calm,3224,F.s,37,581,M.r,42
132,33,7,ojand,calm,3225,M.s,37,581,M.r,42
132,34,1,marii,intense,3226,F.s,38,581,M.r,42
132,35,7,erand,calm,3227,M.s,44,581,M.r,42
132,36,7,ktele,calm,3228,F.s,45,581,M.r,42
132,37,2,revel,intense,3229,M.s,39,581,M.r,42
132,38,4,tapir,intense,3230,F.s,53,581,M.r,42
132,39,6,prjaa,calm,3231,M.s,39,581,M.r,42
132,40,6,vaait,calm,3232,F.s,57,581,M.r,42
132,41,5,raand,calm,3233,M.s,50,581,M.r,42
132,42,4,pomir,calm,3234,F.s,38,581,M.r,42
132,43,2,tuvei,intense,3235,M.s,37,581,M.r,42
132,44,6,deane,calm,3236,F.s,23,581,M.r,42
132,45,2,povei,intense,3237,M.s,31,581,M.r,42
132,46,5,lerea,calm,3238,F.s,30,581,M.r,42
132,47,5,raard,calm,3239,M.s,46,581,M.r,42
132,48,7,paann,calm,3240,F.s,69,581,M.r,42
132,49,5,taarn,intense,3241,M.s,35,581,M.r,42
132,50,4,krpir,calm,3242,F.s,31,581,M.r,42
132,51,2,rachr,intense,3243,M.s,30,581,M.r,42
132,52,4,pamer,intense,3244,F.s,50,581,M.r,42
132,53,6,auerk,calm,3245,M.s,50,581,M.r,42
132,54,4,mxmer,intense,3246,F.s,19,581,M.r,42
132,55,7,laerk,calm,3247,M.s,44,581,M.r,42
132,56,5,pxeli,intense,3248,F.s,31,581,M.r,42
132,57,4,saerk,calm,3249,M.s,41,581,M.r,42
132,58,3,reeli,intense,3250,F.s,44,581,M.r,42
132,59,3,mafra,calm,3251,M.s,20,581,M.r,42
132,60,5,kleva,calm,3252,F.s,43,581,M.r,42
132,1,5,anago,calm,3193,M.s,48,914,M.r,34
132,2,2,vaait,intense,3194,F.s,57,914,M.r,34
132,3,3,erand,intense,3195,M.s,44,914,M.r,34
132,4,2,paann,intense,3196,F.s,69,914,M.r,34
132,5,4,prjaa,intense,3197,M.s,39,914,M.r,34
132,6,5,pxeli,calm,3198,F.s,31,914,M.r,34
132,7,4,rachr,calm,3199,M.s,30,914,M.r,34
132,8,3,ktele,intense,3200,F.s,45,914,M.r,34
132,9,6,taarn,calm,3201,M.s,35,914,M.r,34
132,10,5,marii,calm,3202,F.s,38,914,M.r,34
132,11,4,ojand,intense,3203,M.s,37,914,M.r,34
132,12,3,deane,intense,3204,F.s,23,914,M.r,34
132,13,5,tuvei,calm,3205,M.s,37,914,M.r,34
132,14,4,lerea,intense,3206,F.s,30,914,M.r,34
132,15,4,raard,intense,3207,M.s,46,914,M.r,34
132,16,5,tapir,calm,3208,F.s,53,914,M.r,34
132,17,5,revel,calm,3209,M.s,39,914,M.r,34
132,18,6,reeli,calm,3210,F.s,44,914,M.r,34
132,19,4,raand,intense,3211,M.s,50,914,M.r,34
132,20,4,krpir,intense,3212,F.s,31,914,M.r,34
132,21,3,mafra,intense,3213,M.s,20,914,M.r,34
132,22,5,pueli,intense,3214,F.s,37,914,M.r,34
132,23,4,povei,calm,3215,M.s,31,914,M.r,34
132,24,3,pomir,intense,3216,F.s,38,914,M.r,34
132,25,4,laerk,intense,3217,M.s,44,914,M.r,34
132,26,5,pamer,calm,3218,F.s,50,914,M.r,34
132,27,3,saerk,intense,3219,M.s,41,914,M.r,34
132,28,1,mxmer,calm,3220,F.s,19,914,M.r,34
132,29,6,auerk,intense,3221,M.s,50,914,M.r,34
132,30,5,kleva,intense,3222,F.s,43,914,M.r,34
132,31,2,anago,intense,3223,M.s,48,914,M.r,34
132,32,5,pueli,calm,3224,F.s,37,914,M.r,34
132,33,3,ojand,calm,3225,M.s,37,914,M.r,34
132,34,3,marii,intense,3226,F.s,38,914,M.r,34
132,35,4,erand,calm,3227,M.s,44,914,M.r,34
132,36,5,ktele,calm,3228,F.s,45,914,M.r,34
132,37,5,revel,intense,3229,M.s,39,914,M.r,34
132,38,4,tapir,intense,3230,F.s,53,914,M.r,34
132,39,3,prjaa,calm,3231,M.s,39,914,M.r,34
132,40,4,vaait,calm,3232,F.s,57,914,M.r,34
132,41,5,raand,calm,3233,M.s,50,914,M.r,34
132,42,6,pomir,calm,3234,F.s,38,914,M.r,34
132,43,5,tuvei,intense,3235,M.s,37,914,M.r,34
132,44,5,deane,calm,3236,F.s,23,914,M.r,34
132,45,4,povei,intense,3237,M.s,31,914,M.r,34
132,46,3,lerea,calm,3238,F.s,30,914,M.r,34
132,47,2,raard,calm,3239,M.s,46,914,M.r,34
132,48,5,paann,calm,3240,F.s,69,914,M.r,34
132,49,5,taarn,intense,3241,M.s,35,914,M.r,34
132,50,4,krpir,calm,3242,F.s,31,914,M.r,34
132,51,5,rachr,intense,3243,M.s,30,914,M.r,34
132,52,3,pamer,intense,3244,F.s,50,914,M.r,34
132,53,4,auerk,calm,3245,M.s,50,914,M.r,34
132,54,1,mxmer,intense,3246,F.s,19,914,M.r,34
132,55,4,laerk,calm,3247,M.s,44,914,M.r,34
132,56,5,pxeli,intense,3248,F.s,31,914,M.r,34
132,57,6,saerk,calm,3249,M.s,41,914,M.r,34
132,58,4,reeli,intense,3250,F.s,44,914,M.r,34
132,59,3,mafra,calm,3251,M.s,20,914,M.r,34
132,60,5,kleva,calm,3252,F.s,43,914,M.r,34
132,1,2,anago,calm,3193,M.s,48,917,F.r,54
132,2,1,vaait,intense,3194,F.s,57,917,F.r,54
132,3,1,erand,intense,3195,M.s,44,917,F.r,54
132,4,1,paann,intense,3196,F.s,69,917,F.r,54
132,5,2,prjaa,intense,3197,M.s,39,917,F.r,54
132,6,4,pxeli,calm,3198,F.s,31,917,F.r,54
132,7,2,rachr,calm,3199,M.s,30,917,F.r,54
132,8,5,ktele,intense,3200,F.s,45,917,F.r,54
132,9,4,taarn,calm,3201,M.s,35,917,F.r,54
132,10,3,marii,calm,3202,F.s,38,917,F.r,54
132,11,1,ojand,intense,3203,M.s,37,917,F.r,54
132,12,1,deane,intense,3204,F.s,23,917,F.r,54
132,13,5,tuvei,calm,3205,M.s,37,917,F.r,54
132,14,1,lerea,intense,3206,F.s,30,917,F.r,54
132,15,2,raard,intense,3207,M.s,46,917,F.r,54
132,16,5,tapir,calm,3208,F.s,53,917,F.r,54
132,17,6,revel,calm,3209,M.s,39,917,F.r,54
132,18,4,reeli,calm,3210,F.s,44,917,F.r,54
132,19,2,raand,intense,3211,M.s,50,917,F.r,54
132,20,1,krpir,intense,3212,F.s,31,917,F.r,54
132,21,3,mafra,intense,3213,M.s,20,917,F.r,54
132,22,3,pueli,intense,3214,F.s,37,917,F.r,54
132,23,4,povei,calm,3215,M.s,31,917,F.r,54
132,24,2,pomir,intense,3216,F.s,38,917,F.r,54
132,25,1,laerk,intense,3217,M.s,44,917,F.r,54
132,26,6,pamer,calm,3218,F.s,50,917,F.r,54
132,27,2,saerk,intense,3219,M.s,41,917,F.r,54
132,28,3,mxmer,calm,3220,F.s,19,917,F.r,54
132,29,2,auerk,intense,3221,M.s,50,917,F.r,54
132,30,3,kleva,intense,3222,F.s,43,917,F.r,54
132,31,2,anago,intense,3223,M.s,48,917,F.r,54
132,32,4,pueli,calm,3224,F.s,37,917,F.r,54
132,33,6,ojand,calm,3225,M.s,37,917,F.r,54
132,34,2,marii,intense,3226,F.s,38,917,F.r,54
132,35,5,erand,calm,3227,M.s,44,917,F.r,54
132,36,6,ktele,calm,3228,F.s,45,917,F.r,54
132,37,2,revel,intense,3229,M.s,39,917,F.r,54
132,38,3,tapir,intense,3230,F.s,53,917,F.r,54
132,39,6,prjaa,calm,3231,M.s,39,917,F.r,54
132,40,3,vaait,calm,3232,F.s,57,917,F.r,54
132,41,3,raand,calm,3233,M.s,50,917,F.r,54
132,42,2,pomir,calm,3234,F.s,38,917,F.r,54
132,43,2,tuvei,intense,3235,M.s,37,917,F.r,54
132,44,3,deane,calm,3236,F.s,23,917,F.r,54
132,45,2,povei,intense,3237,M.s,31,917,F.r,54
132,46,3,lerea,calm,3238,F.s,30,917,F.r,54
132,47,6,raard,calm,3239,M.s,46,917,F.r,54
132,48,4,paann,calm,3240,F.s,69,917,F.r,54
132,49,3,taarn,intense,3241,M.s,35,917,F.r,54
132,50,3,krpir,calm,3242,F.s,31,917,F.r,54
132,51,2,rachr,intense,3243,M.s,30,917,F.r,54
132,52,4,pamer,intense,3244,F.s,50,917,F.r,54
132,53,4,auerk,calm,3245,M.s,50,917,F.r,54
132,54,2,mxmer,intense,3246,F.s,19,917,F.r,54
132,55,5,laerk,calm,3247,M.s,44,917,F.r,54
132,56,4,pxeli,intense,3248,F.s,31,917,F.r,54
132,57,5,saerk,calm,3249,M.s,41,917,F.r,54
132,58,1,reeli,intense,3250,F.s,44,917,F.r,54
132,59,5,mafra,calm,3251,M.s,20,917,F.r,54
132,60,6,kleva,calm,3252,F.s,43,917,F.r,54
132,1,4,anago,calm,3193,M.s,48,918,M.r,49
132,2,5,vaait,intense,3194,F.s,57,918,M.r,49
132,3,5,erand,intense,3195,M.s,44,918,M.r,49
132,4,1,paann,intense,3196,F.s,69,918,M.r,49
132,5,5,prjaa,intense,3197,M.s,39,918,M.r,49
132,6,4,pxeli,calm,3198,F.s,31,918,M.r,49
132,7,3,rachr,calm,3199,M.s,30,918,M.r,49
132,8,5,ktele,intense,3200,F.s,45,918,M.r,49
132,9,4,taarn,calm,3201,M.s,35,918,M.r,49
132,10,3,marii,calm,3202,F.s,38,918,M.r,49
132,11,2,ojand,intense,3203,M.s,37,918,M.r,49
132,12,2,deane,intense,3204,F.s,23,918,M.r,49
132,13,5,tuvei,calm,3205,M.s,37,918,M.r,49
132,14,2,lerea,intense,3206,F.s,30,918,M.r,49
132,15,3,raard,intense,3207,M.s,46,918,M.r,49
132,16,4,tapir,calm,3208,F.s,53,918,M.r,49
132,17,4,revel,calm,3209,M.s,39,918,M.r,49
132,18,3,reeli,calm,3210,F.s,44,918,M.r,49
132,19,1,raand,intense,3211,M.s,50,918,M.r,49
132,20,1,krpir,intense,3212,F.s,31,918,M.r,49
132,21,4,mafra,intense,3213,M.s,20,918,M.r,49
132,22,1,pueli,intense,3214,F.s,37,918,M.r,49
132,23,4,povei,calm,3215,M.s,31,918,M.r,49
132,24,3,pomir,intense,3216,F.s,38,918,M.r,49
132,25,3,laerk,intense,3217,M.s,44,918,M.r,49
132,26,4,pamer,calm,3218,F.s,50,918,M.r,49
132,27,3,saerk,intense,3219,M.s,41,918,M.r,49
132,28,2,mxmer,calm,3220,F.s,19,918,M.r,49
132,29,1,auerk,intense,3221,M.s,50,918,M.r,49
132,30,2,kleva,intense,3222,F.s,43,918,M.r,49
132,31,2,anago,intense,3223,M.s,48,918,M.r,49
132,32,3,pueli,calm,3224,F.s,37,918,M.r,49
132,33,3,ojand,calm,3225,M.s,37,918,M.r,49
132,34,1,marii,intense,3226,F.s,38,918,M.r,49
132,35,3,erand,calm,3227,M.s,44,918,M.r,49
132,36,4,ktele,calm,3228,F.s,45,918,M.r,49
132,37,2,revel,intense,3229,M.s,39,918,M.r,49
132,38,4,tapir,intense,3230,F.s,53,918,M.r,49
132,39,6,prjaa,calm,3231,M.s,39,918,M.r,49
132,40,4,vaait,calm,3232,F.s,57,918,M.r,49
132,41,3,raand,calm,3233,M.s,50,918,M.r,49
132,42,3,pomir,calm,3234,F.s,38,918,M.r,49
132,43,4,tuvei,intense,3235,M.s,37,918,M.r,49
132,44,4,deane,calm,3236,F.s,23,918,M.r,49
132,45,3,povei,intense,3237,M.s,31,918,M.r,49
132,46,5,lerea,calm,3238,F.s,30,918,M.r,49
132,47,5,raard,calm,3239,M.s,46,918,M.r,49
132,48,6,paann,calm,3240,F.s,69,918,M.r,49
132,49,4,taarn,intense,3241,M.s,35,918,M.r,49
132,50,3,krpir,calm,3242,F.s,31,918,M.r,49
132,51,2,rachr,intense,3243,M.s,30,918,M.r,49
132,52,4,pamer,intense,3244,F.s,50,918,M.r,49
132,53,3,auerk,calm,3245,M.s,50,918,M.r,49
132,54,6,mxmer,intense,3246,F.s,19,918,M.r,49
132,55,6,laerk,calm,3247,M.s,44,918,M.r,49
132,56,6,pxeli,intense,3248,F.s,31,918,M.r,49
132,57,6,saerk,calm,3249,M.s,41,918,M.r,49
132,58,2,reeli,intense,3250,F.s,44,918,M.r,49
132,59,5,mafra,calm,3251,M.s,20,918,M.r,49
132,60,5,kleva,calm,3252,F.s,43,918,M.r,49
132,1,2,anago,calm,3193,M.s,48,919,M.r,65
132,2,3,vaait,intense,3194,F.s,57,919,M.r,65
132,3,3,erand,intense,3195,M.s,44,919,M.r,65
132,4,1,paann,intense,3196,F.s,69,919,M.r,65
132,5,4,prjaa,intense,3197,M.s,39,919,M.r,65
132,6,5,pxeli,calm,3198,F.s,31,919,M.r,65
132,7,3,rachr,calm,3199,M.s,30,919,M.r,65
132,8,5,ktele,intense,3200,F.s,45,919,M.r,65
132,9,5,taarn,calm,3201,M.s,35,919,M.r,65
132,10,4,marii,calm,3202,F.s,38,919,M.r,65
132,11,3,ojand,intense,3203,M.s,37,919,M.r,65
132,12,3,deane,intense,3204,F.s,23,919,M.r,65
132,13,4,tuvei,calm,3205,M.s,37,919,M.r,65
132,14,3,lerea,intense,3206,F.s,30,919,M.r,65
132,15,4,raard,intense,3207,M.s,46,919,M.r,65
132,16,5,tapir,calm,3208,F.s,53,919,M.r,65
132,17,4,revel,calm,3209,M.s,39,919,M.r,65
132,18,5,reeli,calm,3210,F.s,44,919,M.r,65
132,19,2,raand,intense,3211,M.s,50,919,M.r,65
132,20,2,krpir,intense,3212,F.s,31,919,M.r,65
132,21,3,mafra,intense,3213,M.s,20,919,M.r,65
132,22,3,pueli,intense,3214,F.s,37,919,M.r,65
132,23,4,povei,calm,3215,M.s,31,919,M.r,65
132,24,4,pomir,intense,3216,F.s,38,919,M.r,65
132,25,2,laerk,intense,3217,M.s,44,919,M.r,65
132,26,4,pamer,calm,3218,F.s,50,919,M.r,65
132,27,3,saerk,intense,3219,M.s,41,919,M.r,65
132,28,3,mxmer,calm,3220,F.s,19,919,M.r,65
132,29,2,auerk,intense,3221,M.s,50,919,M.r,65
132,30,4,kleva,intense,3222,F.s,43,919,M.r,65
132,31,1,anago,intense,3223,M.s,48,919,M.r,65
132,32,4,pueli,calm,3224,F.s,37,919,M.r,65
132,33,4,ojand,calm,3225,M.s,37,919,M.r,65
132,34,3,marii,intense,3226,F.s,38,919,M.r,65
132,35,4,erand,calm,3227,M.s,44,919,M.r,65
132,36,4,ktele,calm,3228,F.s,45,919,M.r,65
132,37,2,revel,intense,3229,M.s,39,919,M.r,65
132,38,3,tapir,intense,3230,F.s,53,919,M.r,65
132,39,4,prjaa,calm,3231,M.s,39,919,M.r,65
132,40,4,vaait,calm,3232,F.s,57,919,M.r,65
132,41,4,raand,calm,3233,M.s,50,919,M.r,65
132,42,4,pomir,calm,3234,F.s,38,919,M.r,65
132,43,3,tuvei,intense,3235,M.s,37,919,M.r,65
132,44,3,deane,calm,3236,F.s,23,919,M.r,65
132,45,3,povei,intense,3237,M.s,31,919,M.r,65
132,46,4,lerea,calm,3238,F.s,30,919,M.r,65
132,47,4,raard,calm,3239,M.s,46,919,M.r,65
132,48,3,paann,calm,3240,F.s,69,919,M.r,65
132,49,4,taarn,intense,3241,M.s,35,919,M.r,65
132,50,4,krpir,calm,3242,F.s,31,919,M.r,65
132,51,2,rachr,intense,3243,M.s,30,919,M.r,65
132,52,4,pamer,intense,3244,F.s,50,919,M.r,65
132,53,4,auerk,calm,3245,M.s,50,919,M.r,65
132,54,2,mxmer,intense,3246,F.s,19,919,M.r,65
132,55,4,laerk,calm,3247,M.s,44,919,M.r,65
132,56,4,pxeli,intense,3248,F.s,31,919,M.r,65
132,57,4,saerk,calm,3249,M.s,41,919,M.r,65
132,58,2,reeli,intense,3250,F.s,44,919,M.r,65
132,59,4,mafra,calm,3251,M.s,20,919,M.r,65
132,60,4,kleva,calm,3252,F.s,43,919,M.r,65
132,1,2,anago,calm,3193,M.s,48,1991,M.r,48
132,2,5,vaait,intense,3194,F.s,57,1991,M.r,48
132,3,6,erand,intense,3195,M.s,44,1991,M.r,48
132,4,5,paann,intense,3196,F.s,69,1991,M.r,48
132,5,1,prjaa,intense,3197,M.s,39,1991,M.r,48
132,6,2,pxeli,calm,3198,F.s,31,1991,M.r,48
132,7,7,rachr,calm,3199,M.s,30,1991,M.r,48
132,8,1,ktele,intense,3200,F.s,45,1991,M.r,48
132,9,7,taarn,calm,3201,M.s,35,1991,M.r,48
132,10,7,marii,calm,3202,F.s,38,1991,M.r,48
132,11,1,ojand,intense,3203,M.s,37,1991,M.r,48
132,12,6,deane,intense,3204,F.s,23,1991,M.r,48
132,13,2,tuvei,calm,3205,M.s,37,1991,M.r,48
132,14,5,lerea,intense,3206,F.s,30,1991,M.r,48
132,15,1,raard,intense,3207,M.s,46,1991,M.r,48
132,16,1,tapir,calm,3208,F.s,53,1991,M.r,48
132,17,1,revel,calm,3209,M.s,39,1991,M.r,48
132,18,2,reeli,calm,3210,F.s,44,1991,M.r,48
132,19,5,raand,intense,3211,M.s,50,1991,M.r,48
132,20,6,krpir,intense,3212,F.s,31,1991,M.r,48
132,21,1,mafra,intense,3213,M.s,20,1991,M.r,48
132,22,1,pueli,intense,3214,F.s,37,1991,M.r,48
132,23,1,povei,calm,3215,M.s,31,1991,M.r,48
132,24,1,pomir,intense,3216,F.s,38,1991,M.r,48
132,25,7,laerk,intense,3217,M.s,44,1991,M.r,48
132,26,2,pamer,calm,3218,F.s,50,1991,M.r,48
132,27,7,saerk,intense,3219,M.s,41,1991,M.r,48
132,28,5,mxmer,calm,3220,F.s,19,1991,M.r,48
132,29,6,auerk,intense,3221,M.s,50,1991,M.r,48
132,30,6,kleva,intense,3222,F.s,43,1991,M.r,48
132,31,6,anago,intense,3223,M.s,48,1991,M.r,48
132,32,1,pueli,calm,3224,F.s,37,1991,M.r,48
132,33,7,ojand,calm,3225,M.s,37,1991,M.r,48
132,34,6,marii,intense,3226,F.s,38,1991,M.r,48
132,35,7,erand,calm,3227,M.s,44,1991,M.r,48
132,36,1,ktele,calm,3228,F.s,45,1991,M.r,48
132,37,7,revel,intense,3229,M.s,39,1991,M.r,48
132,38,2,tapir,intense,3230,F.s,53,1991,M.r,48
132,39,5,prjaa,calm,3231,M.s,39,1991,M.r,48
132,40,7,vaait,calm,3232,F.s,57,1991,M.r,48
132,41,1,raand,calm,3233,M.s,50,1991,M.r,48
132,42,1,pomir,calm,3234,F.s,38,1991,M.r,48
132,43,1,tuvei,intense,3235,M.s,37,1991,M.r,48
132,44,6,deane,calm,3236,F.s,23,1991,M.r,48
132,45,7,povei,intense,3237,M.s,31,1991,M.r,48
132,46,6,lerea,calm,3238,F.s,30,1991,M.r,48
132,47,6,raard,calm,3239,M.s,46,1991,M.r,48
132,48,7,paann,calm,3240,F.s,69,1991,M.r,48
132,49,1,taarn,intense,3241,M.s,35,1991,M.r,48
132,50,1,krpir,calm,3242,F.s,31,1991,M.r,48
132,51,6,rachr,intense,3243,M.s,30,1991,M.r,48
132,52,6,pamer,intense,3244,F.s,50,1991,M.r,48
132,53,2,auerk,calm,3245,M.s,50,1991,M.r,48
132,54,5,mxmer,intense,3246,F.s,19,1991,M.r,48
132,55,6,laerk,calm,3247,M.s,44,1991,M.r,48
132,56,2,pxeli,intense,3248,F.s,31,1991,M.r,48
132,57,6,saerk,calm,3249,M.s,41,1991,M.r,48
132,58,6,reeli,intense,3250,F.s,44,1991,M.r,48
132,59,5,mafra,calm,3251,M.s,20,1991,M.r,48
132,60,1,kleva,calm,3252,F.s,43,1991,M.r,48
132,1,4,anago,calm,3193,M.s,48,2449,F.r,43
132,2,3,vaait,intense,3194,F.s,57,2449,F.r,43
132,3,2,erand,intense,3195,M.s,44,2449,F.r,43
132,4,1,paann,intense,3196,F.s,69,2449,F.r,43
132,5,4,prjaa,intense,3197,M.s,39,2449,F.r,43
132,6,5,pxeli,calm,3198,F.s,31,2449,F.r,43
132,7,2,rachr,calm,3199,M.s,30,2449,F.r,43
132,8,3,ktele,intense,3200,F.s,45,2449,F.r,43
132,9,5,taarn,calm,3201,M.s,35,2449,F.r,43
132,10,3,marii,calm,3202,F.s,38,2449,F.r,43
132,11,3,ojand,intense,3203,M.s,37,2449,F.r,43
132,12,1,deane,intense,3204,F.s,23,2449,F.r,43
132,13,4,tuvei,calm,3205,M.s,37,2449,F.r,43
132,14,5,lerea,intense,3206,F.s,30,2449,F.r,43
132,15,5,raard,intense,3207,M.s,46,2449,F.r,43
132,16,5,tapir,calm,3208,F.s,53,2449,F.r,43
132,17,5,revel,calm,3209,M.s,39,2449,F.r,43
132,18,4,reeli,calm,3210,F.s,44,2449,F.r,43
132,19,2,raand,intense,3211,M.s,50,2449,F.r,43
132,20,1,krpir,intense,3212,F.s,31,2449,F.r,43
132,21,4,mafra,intense,3213,M.s,20,2449,F.r,43
132,22,2,pueli,intense,3214,F.s,37,2449,F.r,43
132,23,4,povei,calm,3215,M.s,31,2449,F.r,43
132,24,5,pomir,intense,3216,F.s,38,2449,F.r,43
132,25,2,laerk,intense,3217,M.s,44,2449,F.r,43
132,26,3,pamer,calm,3218,F.s,50,2449,F.r,43
132,27,1,saerk,intense,3219,M.s,41,2449,F.r,43
132,28,1,mxmer,calm,3220,F.s,19,2449,F.r,43
132,29,1,auerk,intense,3221,M.s,50,2449,F.r,43
132,30,1,kleva,intense,3222,F.s,43,2449,F.r,43
132,31,2,anago,intense,3223,M.s,48,2449,F.r,43
132,32,3,pueli,calm,3224,F.s,37,2449,F.r,43
132,33,4,ojand,calm,3225,M.s,37,2449,F.r,43
132,34,2,marii,intense,3226,F.s,38,2449,F.r,43
132,35,5,erand,calm,3227,M.s,44,2449,F.r,43
132,36,5,ktele,calm,3228,F.s,45,2449,F.r,43
132,37,2,revel,intense,3229,M.s,39,2449,F.r,43
132,38,2,tapir,intense,3230,F.s,53,2449,F.r,43
132,39,3,prjaa,calm,3231,M.s,39,2449,F.r,43
132,40,5,vaait,calm,3232,F.s,57,2449,F.r,43
132,41,5,raand,calm,3233,M.s,50,2449,F.r,43
132,42,3,pomir,calm,3234,F.s,38,2449,F.r,43
132,43,2,tuvei,intense,3235,M.s,37,2449,F.r,43
132,44,4,deane,calm,3236,F.s,23,2449,F.r,43
132,45,1,povei,intense,3237,M.s,31,2449,F.r,43
132,46,3,lerea,calm,3238,F.s,30,2449,F.r,43
132,47,2,raard,calm,3239,M.s,46,2449,F.r,43
132,48,4,paann,calm,3240,F.s,69,2449,F.r,43
132,49,5,taarn,intense,3241,M.s,35,2449,F.r,43
132,50,3,krpir,calm,3242,F.s,31,2449,F.r,43
132,51,2,rachr,intense,3243,M.s,30,2449,F.r,43
132,52,5,pamer,intense,3244,F.s,50,2449,F.r,43
132,53,4,auerk,calm,3245,M.s,50,2449,F.r,43
132,54,3,mxmer,intense,3246,F.s,19,2449,F.r,43
132,55,5,laerk,calm,3247,M.s,44,2449,F.r,43
132,56,4,pxeli,intense,3248,F.s,31,2449,F.r,43
